run_id,workload,model,concurrency,requests,prompt_tokens_target,output_tokens_target,success,failures,wall_s,throughput_tok_s,lat_p50_s,lat_p95_s,lat_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,completion_tokens,token_count_source
20260812T214937Z_medium_c1_05a4ce,medium,Qwen/Qwen2.5-1.5B-Instruct,1,4,512,256,4,0,10.733944697771221,95.3982928766739,2.6703031230717897,2.7235229266807437,2.7235229266807437,0.015955178998410702,0.05378813482820988,0.05378813482820988,1024,server_usage
