run_id,workload,model,concurrency,requests,prompt_tokens_target,output_tokens_target,success,failures,wall_s,throughput_tok_s,lat_p50_s,lat_p95_s,lat_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,completion_tokens,token_count_source
20260828T220254Z_heavy_c112_dfd124,heavy,Qwen/Qwen2.5-1.5B-Instruct,112,512,2048,1024,512,0,113.9368771892041,4601.565471461579,23.98351843468845,28.761303959414363,30.1017083581537,0.08963917475193739,0.2875603027641773,0.36490959767252207,524288,server_usage
