request_id,ok,ttft,latency,prompt_tokens,completion_tokens,total_tokens,token_count_source,output_chars,error
0,True,0.3260385440662503,15.305112352594733,2041,1024,3065,server_usage,3116,
1,True,0.3233571592718363,15.29690033942461,2041,1024,3065,server_usage,3363,
2,True,0.32381357811391354,15.306914714165032,2041,1024,3065,server_usage,3126,
3,True,0.32368503510951996,15.295707603916526,2041,1024,3065,server_usage,3080,
4,True,0.32217454351484776,15.297737273387611,2041,1024,3065,server_usage,3128,
5,True,0.3231382668018341,15.299991564825177,2041,1024,3065,server_usage,3713,
6,True,0.32349661085754633,15.301914043724537,2041,1024,3065,server_usage,3123,
7,True,0.32296881824731827,15.301066659390926,2041,1024,3065,server_usage,3894,
8,True,0.24579780641943216,15.26585791260004,2041,1024,3065,server_usage,4280,
9,True,0.31758293230086565,15.29318882431835,2041,1024,3065,server_usage,3132,
10,True,0.3177299192175269,15.297547436319292,2041,1024,3065,server_usage,3150,
11,True,0.31615737080574036,15.289885067380965,2041,1024,3065,server_usage,3370,
12,True,0.31690145935863256,15.29593707434833,2041,1024,3065,server_usage,3247,
13,True,0.31568368896842003,15.28652666695416,2041,1024,3065,server_usage,3116,
14,True,0.31588413659483194,15.289480085484684,2041,1024,3065,server_usage,3123,
15,True,0.3155579324811697,15.29188986029476,2041,1024,3065,server_usage,3117,
16,True,0.3141290033236146,15.290662250481546,2041,1024,3065,server_usage,3115,
17,True,0.3143940223380923,15.28983498364687,2041,1024,3065,server_usage,3219,
18,True,0.31451202277094126,15.295897100120783,2041,1024,3065,server_usage,3124,
19,True,0.3135965717956424,15.294392758980393,2041,1024,3065,server_usage,3113,
20,True,0.31408264581114054,15.291204529814422,2041,1024,3065,server_usage,3434,
21,True,0.3128551747649908,15.286967656575143,2041,1024,3065,server_usage,2853,
22,True,0.31142932269722223,15.293743098154664,2041,1024,3065,server_usage,3889,
23,True,0.3106556870043278,15.282785687595606,2041,1024,3065,server_usage,3730,
24,True,0.3120801579207182,15.286982165649533,2041,1024,3065,server_usage,3152,
25,True,0.3111474821344018,15.293189435265958,2041,1024,3065,server_usage,4094,
26,True,0.30946034751832485,15.285385289229453,2041,1024,3065,server_usage,3279,
27,True,0.306428000330925,15.28103889990598,2041,1024,3065,server_usage,3938,
28,True,0.3076027315109968,15.283603055402637,2041,1024,3065,server_usage,3893,
29,True,0.3076718617230654,15.288006773218513,2041,1024,3065,server_usage,3868,
30,True,0.306155969388783,15.28279635682702,2041,1024,3065,server_usage,3804,
31,True,0.3064912399277091,15.28411299455911,2041,1024,3065,server_usage,3866,
32,True,0.03602593392133713,14.85721942037344,2041,1024,3065,server_usage,2787,
33,True,0.03352415654808283,14.867068002931774,2041,1024,3065,server_usage,3755,
34,True,0.12198923155665398,14.961743243969977,2041,1024,3065,server_usage,4345,
35,True,0.09049039520323277,14.931743361055851,2041,1024,3065,server_usage,4269,
36,True,0.11937037296593189,14.96095419023186,2041,1024,3065,server_usage,4367,
37,True,0.08904663845896721,14.931118954904377,2041,1024,3065,server_usage,3459,
38,True,0.07215426117181778,14.913602703250945,2041,1024,3065,server_usage,3906,
39,True,0.07188367191702127,14.913047689013183,2041,1024,3065,server_usage,2438,
40,True,0.11854401789605618,14.958518645726144,2041,1024,3065,server_usage,3846,
41,True,0.1173272579908371,14.956588835455477,2041,1024,3065,server_usage,4228,
42,True,0.04134913254529238,14.88015082385391,2041,1024,3065,server_usage,3899,
43,True,0.08787426259368658,14.929207257926464,2041,1024,3065,server_usage,4169,
44,True,0.056211840361356735,14.894492832012475,2041,1024,3065,server_usage,4140,
45,True,0.08658222202211618,14.927177418023348,2041,1024,3065,server_usage,4159,
46,True,0.055264558643102646,14.894790202379227,2041,1024,3065,server_usage,3117,
47,True,0.03997551742941141,14.877453648485243,2041,1024,3065,server_usage,4244,
48,True,0.06958090793341398,14.911741810850799,2041,1024,3065,server_usage,3488,
49,True,0.0395770063623786,14.876153520308435,2041,1024,3065,server_usage,4106,
50,True,0.0846069036051631,14.924918747507036,2041,1024,3065,server_usage,4140,
51,True,0.06802111305296421,14.908407617360353,2041,1024,3065,server_usage,3466,
52,True,0.06748840026557446,14.909413408488035,2041,1024,3065,server_usage,2489,
53,True,0.10033595468848944,14.937917409464717,2041,1024,3065,server_usage,4411,
54,True,0.09962187055498362,14.93795332685113,2041,1024,3065,server_usage,3360,
55,True,0.11321709305047989,14.952485974878073,2041,1024,3065,server_usage,4358,
56,True,0.05148255079984665,14.889540161937475,2041,1024,3065,server_usage,4060,
57,True,0.09939760807901621,14.937250904738903,2041,1024,3065,server_usage,3635,
58,True,0.08212767913937569,14.922559418715537,2041,1024,3065,server_usage,4163,
59,True,0.09802477434277534,14.935951810330153,2041,1024,3065,server_usage,3437,
60,True,0.03480653930455446,14.872822261415422,2041,1024,3065,server_usage,4059,
61,True,0.09689894691109657,14.935900893993676,2041,1024,3065,server_usage,4278,
62,True,0.04929641634225845,14.886771271005273,2041,1024,3065,server_usage,2867,
63,True,0.10949735436588526,14.949310558848083,2041,1024,3065,server_usage,4386,
64,True,0.031739236786961555,14.873001749627292,2041,1024,3065,server_usage,3871,
65,True,0.03244329243898392,14.871634658426046,2041,1024,3065,server_usage,3919,
66,True,0.048173253424465656,14.888950914144516,2041,1024,3065,server_usage,2850,
67,True,0.03396571800112724,14.872332551516593,2041,1024,3065,server_usage,3486,
68,True,0.032643900252878666,14.87117730639875,2041,1024,3065,server_usage,4376,
69,True,0.046315036714076996,14.887635938823223,2041,1024,3065,server_usage,3147,
70,True,0.032697029411792755,14.87201867904514,2041,1024,3065,server_usage,3147,
71,True,0.04660448059439659,14.889467575587332,2041,1024,3065,server_usage,3683,
72,True,0.03399198688566685,14.873385622166097,2041,1024,3065,server_usage,3102,
73,True,0.04497790988534689,14.88683361839503,2041,1024,3065,server_usage,4604,
74,True,0.029779710806906223,14.871683389879763,2041,1024,3065,server_usage,3171,
75,True,0.028674480505287647,14.871606064029038,2041,1024,3065,server_usage,2854,
