run_id,workload,model,concurrency,requests,prompt_tokens_target,output_tokens_target,success,failures,wall_s,throughput_tok_s,lat_p50_s,lat_p95_s,lat_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,completion_tokens,token_count_source
20260901T180604Z_heavy_c112_d57a28,heavy,Qwen/Qwen2.5-1.5B-Instruct,112,512,2048,1024,512,0,111.16745115444064,4716.200601483854,22.95493210107088,27.611908848397434,28.73803485557437,0.10851527657359838,0.8167500477284193,0.827041020616889,524288,server_usage
