timestamp,run_id,index,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026-09-01T18:06:04.920560+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,137.99,56
2026-09-01T18:06:04.920560+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24651,40960,36.80,30
2026-09-01T18:06:04.920560+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.99,30
2026-09-01T18:06:05.985610+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,159.74,56
2026-09-01T18:06:05.985610+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24651,40960,36.81,30
2026-09-01T18:06:05.985610+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.99,30
2026-09-01T18:06:07.049037+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,138.98,56
2026-09-01T18:06:07.049037+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24651,40960,36.89,30
2026-09-01T18:06:07.049037+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.98,30
2026-09-01T18:06:08.118193+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,159.38,55
2026-09-01T18:06:08.118193+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,126.53,32
2026-09-01T18:06:08.118193+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,35.06,30
2026-09-01T18:06:09.205037+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,139.72,56
2026-09-01T18:06:09.205037+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,130.23,33
2026-09-01T18:06:09.205037+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,35.35,30
2026-09-01T18:06:10.271427+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,154.57,55
2026-09-01T18:06:10.271427+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,131.16,33
2026-09-01T18:06:10.271427+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.87,30
2026-09-01T18:06:11.349468+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,135.59,56
2026-09-01T18:06:11.349468+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,131.66,34
2026-09-01T18:06:11.349468+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,35.06,30
2026-09-01T18:06:12.418069+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,153.35,56
2026-09-01T18:06:12.418069+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,142.07,34
2026-09-01T18:06:12.418069+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.87,30
2026-09-01T18:06:13.485036+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,131.15,56
2026-09-01T18:06:13.485036+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,132.90,34
2026-09-01T18:06:13.485036+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.97,30
2026-09-01T18:06:14.565043+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,146.15,56
2026-09-01T18:06:14.565043+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,130.45,35
2026-09-01T18:06:14.565043+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.97,30
2026-09-01T18:06:15.645993+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,125.46,56
2026-09-01T18:06:15.645993+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,143.72,35
2026-09-01T18:06:15.645993+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.87,30
2026-09-01T18:06:16.715042+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,145.45,56
2026-09-01T18:06:16.715042+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,136.29,36
2026-09-01T18:06:16.715042+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.87,30
2026-09-01T18:06:17.794046+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,136.35,56
2026-09-01T18:06:17.794046+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,149.76,36
2026-09-01T18:06:17.794046+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.96,30
2026-09-01T18:06:18.872038+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,145.51,55
2026-09-01T18:06:18.872038+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,144.29,36
2026-09-01T18:06:18.872038+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.97,30
2026-09-01T18:06:19.949371+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,132.43,55
2026-09-01T18:06:19.949371+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,152.72,36
2026-09-01T18:06:19.949371+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,35.06,30
2026-09-01T18:06:21.044950+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,146.06,56
2026-09-01T18:06:21.044950+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24851,40960,150.27,37
2026-09-01T18:06:21.044950+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,35.26,30
2026-09-01T18:06:22.234051+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,136.97,56
2026-09-01T18:06:22.234051+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24853,40960,141.43,37
2026-09-01T18:06:22.234051+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.97,30
2026-09-01T18:06:23.336047+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,145.12,56
2026-09-01T18:06:23.336047+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24853,40960,141.68,37
2026-09-01T18:06:23.336047+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.97,30
2026-09-01T18:06:24.427051+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,138.74,56
2026-09-01T18:06:24.427051+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24853,40960,118.18,37
2026-09-01T18:06:24.427051+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.97,30
2026-09-01T18:06:25.502340+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,145.57,55
2026-09-01T18:06:25.502340+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24853,40960,151.33,38
2026-09-01T18:06:25.502340+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,35.06,30
2026-09-01T18:06:26.571043+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,140.21,56
2026-09-01T18:06:26.571043+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24853,40960,140.07,38
2026-09-01T18:06:26.571043+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,35.06,30
2026-09-01T18:06:27.659044+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,143.91,55
2026-09-01T18:06:27.659044+00:00,20260901T180604Z_heavy_c112_d57a28,1,[N/A],[N/A],24853,40960,156.48,38
2026-09-01T18:06:27.659044+00:00,20260901T180604Z_heavy_c112_d57a28,2,[N/A],[N/A],213,40960,34.97,30
2026-09-01T18:06:28.741054+00:00,20260901T180604Z_heavy_c112_d57a28,0,[N/A],[N/A],36987,40960,147.04,55
