timestamp,run_id,index,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026-08-25T23:55:26.970341+00:00,20260825T235526Z_heavy_c2048_a9ff2b,0,[N/A],[N/A],31423,40960,168.14,49
2026-08-25T23:55:26.970341+00:00,20260825T235526Z_heavy_c2048_a9ff2b,1,[N/A],[N/A],213,40960,33.85,27
2026-08-25T23:55:26.970341+00:00,20260825T235526Z_heavy_c2048_a9ff2b,2,[N/A],[N/A],213,40960,34.49,27
2026-08-25T23:55:28.051347+00:00,20260825T235526Z_heavy_c2048_a9ff2b,0,[N/A],[N/A],31423,40960,189.67,50
2026-08-25T23:55:28.051347+00:00,20260825T235526Z_heavy_c2048_a9ff2b,1,[N/A],[N/A],213,40960,33.83,27
2026-08-25T23:55:28.051347+00:00,20260825T235526Z_heavy_c2048_a9ff2b,2,[N/A],[N/A],213,40960,34.59,27
2026-08-25T23:55:29.119729+00:00,20260825T235526Z_heavy_c2048_a9ff2b,0,[N/A],[N/A],31423,40960,246.16,50
2026-08-25T23:55:29.119729+00:00,20260825T235526Z_heavy_c2048_a9ff2b,1,[N/A],[N/A],213,40960,33.92,27
2026-08-25T23:55:29.119729+00:00,20260825T235526Z_heavy_c2048_a9ff2b,2,[N/A],[N/A],213,40960,34.56,27
2026-08-25T23:55:30.226069+00:00,20260825T235526Z_heavy_c2048_a9ff2b,0,[N/A],[N/A],31423,40960,143.97,50
2026-08-25T23:55:30.226069+00:00,20260825T235526Z_heavy_c2048_a9ff2b,1,[N/A],[N/A],213,40960,33.85,27
2026-08-25T23:55:30.226069+00:00,20260825T235526Z_heavy_c2048_a9ff2b,2,[N/A],[N/A],213,40960,34.49,27
2026-08-25T23:55:31.286807+00:00,20260825T235526Z_heavy_c2048_a9ff2b,0,[N/A],[N/A],31423,40960,146.68,49
2026-08-25T23:55:31.286807+00:00,20260825T235526Z_heavy_c2048_a9ff2b,1,[N/A],[N/A],213,40960,33.85,27
2026-08-25T23:55:31.286807+00:00,20260825T235526Z_heavy_c2048_a9ff2b,2,[N/A],[N/A],213,40960,34.59,27
2026-08-25T23:55:32.385259+00:00,20260825T235526Z_heavy_c2048_a9ff2b,0,[N/A],[N/A],31423,40960,164.33,50
2026-08-25T23:55:32.385259+00:00,20260825T235526Z_heavy_c2048_a9ff2b,1,[N/A],[N/A],213,40960,33.85,27
2026-08-25T23:55:32.385259+00:00,20260825T235526Z_heavy_c2048_a9ff2b,2,[N/A],[N/A],213,40960,34.59,27
2026-08-25T23:55:33.476048+00:00,20260825T235526Z_heavy_c2048_a9ff2b,0,[N/A],[N/A],31423,40960,133.42,49
