request_id,ok,ttft,latency,prompt_tokens,completion_tokens,total_tokens,token_count_source,output_chars,error
0,True,0.05516164097934961,18.37796022091061,2041,1024,3065,server_usage,3149,
1,True,0.054316029883921146,18.377539018169045,2041,1024,3065,server_usage,3149,
2,True,0.05368500202894211,18.375944467261434,2041,1024,3065,server_usage,3149,
3,True,0.05351524148136377,18.37520078755915,2041,1024,3065,server_usage,3149,
4,True,0.052870129235088825,18.3737132595852,2041,1024,3065,server_usage,3149,
5,True,0.06900756619870663,18.40384513977915,2041,1024,3065,server_usage,3051,
6,True,0.06839560437947512,18.401803797110915,2041,1024,3065,server_usage,3051,
7,True,0.06822185683995485,18.414386535063386,2041,1024,3065,server_usage,3051,
8,True,0.06759864464402199,18.414433323778212,2041,1024,3065,server_usage,3051,
9,True,0.035947034135460854,18.352947724051774,2041,1024,3065,server_usage,3937,
10,True,0.0655067777261138,18.401210069656372,2041,1024,3065,server_usage,3051,
11,True,0.06460770592093468,18.40107019711286,2041,1024,3065,server_usage,3051,
12,True,0.0837791720405221,18.42202523816377,2041,1024,3065,server_usage,3244,
13,True,0.08285148534923792,18.4209691202268,2041,1024,3065,server_usage,3244,
14,True,0.08261148445308208,18.416175009682775,2041,1024,3065,server_usage,3244,
15,True,0.08220116142183542,18.41549682430923,2041,1024,3065,server_usage,3244,
16,True,0.081951973028481,18.416241926141083,2041,1024,3065,server_usage,3244,
17,True,0.08117803651839495,18.419124309904873,2041,1024,3065,server_usage,3244,
18,True,0.08114423416554928,18.41820403840393,2041,1024,3065,server_usage,3244,
19,True,0.10090699139982462,18.440251174382865,2041,1024,3065,server_usage,4120,
20,True,0.1010343125090003,18.459204350598156,2041,1024,3065,server_usage,4120,
21,True,0.10021909791976213,18.460004194639623,2041,1024,3065,server_usage,4120,
22,True,0.1002401877194643,18.438231865875423,2041,1024,3065,server_usage,4120,
23,True,0.09925545565783978,18.445167096331716,2041,1024,3065,server_usage,4120,
24,True,0.09867363050580025,18.443539323285222,2041,1024,3065,server_usage,4120,
25,True,0.12368391267955303,18.46688686683774,2041,1024,3065,server_usage,3322,
26,True,0.12359225004911423,18.465315259061754,2041,1024,3065,server_usage,3322,
27,True,0.12205434683710337,18.467696058563888,2041,1024,3065,server_usage,3322,
28,True,0.1222982257604599,18.46755715738982,2041,1024,3065,server_usage,3322,
29,True,0.12191441468894482,18.4662648960948,2041,1024,3065,server_usage,3322,
30,True,0.12244252674281597,18.4653706131503,2041,1024,3065,server_usage,3322,
31,True,0.12087553832679987,18.464028025977314,2041,1024,3065,server_usage,3322,
32,True,0.16471266001462936,18.49267004430294,2041,1024,3065,server_usage,1962,
33,True,0.12048745807260275,18.466392796486616,2041,1024,3065,server_usage,3322,
34,True,0.16027446649968624,18.506411651149392,2041,1024,3065,server_usage,1962,
35,True,0.16045968607068062,18.49588417261839,2041,1024,3065,server_usage,1962,
36,True,0.15928264055401087,18.494273060001433,2041,1024,3065,server_usage,1962,
37,True,0.15920649748295546,18.492241918109357,2041,1024,3065,server_usage,1962,
38,True,0.15906334854662418,18.49869576189667,2041,1024,3065,server_usage,1962,
39,True,0.15845152735710144,18.492165053263307,2041,1024,3065,server_usage,1962,
40,True,0.15837286971509457,18.492162237875164,2041,1024,3065,server_usage,1962,
