timestamp,run_id,index,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026-08-20T23:49:23.022918+00:00,20260820T234922Z_medium_c64_7ad23d,0,[N/A],[N/A],6166,40960,35.59,32
2026-08-20T23:49:23.022918+00:00,20260820T234922Z_medium_c64_7ad23d,1,[N/A],[N/A],213,40960,34.98,31
2026-08-20T23:49:23.022918+00:00,20260820T234922Z_medium_c64_7ad23d,2,[N/A],[N/A],213,40960,35.33,31
2026-08-20T23:49:24.103352+00:00,20260820T234922Z_medium_c64_7ad23d,0,[N/A],[N/A],6166,40960,35.59,32
2026-08-20T23:49:24.103352+00:00,20260820T234922Z_medium_c64_7ad23d,1,[N/A],[N/A],213,40960,34.88,31
2026-08-20T23:49:24.103352+00:00,20260820T234922Z_medium_c64_7ad23d,2,[N/A],[N/A],213,40960,35.33,31
2026-08-20T23:49:25.173250+00:00,20260820T234922Z_medium_c64_7ad23d,0,[N/A],[N/A],6168,40960,40.69,32
2026-08-20T23:49:25.173250+00:00,20260820T234922Z_medium_c64_7ad23d,1,[N/A],[N/A],213,40960,35.08,31
2026-08-20T23:49:25.173250+00:00,20260820T234922Z_medium_c64_7ad23d,2,[N/A],[N/A],213,40960,35.30,31
2026-08-20T23:49:26.253678+00:00,20260820T234922Z_medium_c64_7ad23d,0,[N/A],[N/A],6168,40960,110.33,35
2026-08-20T23:49:26.253678+00:00,20260820T234922Z_medium_c64_7ad23d,1,[N/A],[N/A],213,40960,35.16,31
2026-08-20T23:49:26.253678+00:00,20260820T234922Z_medium_c64_7ad23d,2,[N/A],[N/A],213,40960,35.21,31
2026-08-20T23:49:27.333179+00:00,20260820T234922Z_medium_c64_7ad23d,0,[N/A],[N/A],6168,40960,114.62,35
2026-08-20T23:49:27.333179+00:00,20260820T234922Z_medium_c64_7ad23d,1,[N/A],[N/A],213,40960,34.96,31
2026-08-20T23:49:27.333179+00:00,20260820T234922Z_medium_c64_7ad23d,2,[N/A],[N/A],213,40960,35.40,31
2026-08-20T23:49:28.400711+00:00,20260820T234922Z_medium_c64_7ad23d,0,[N/A],[N/A],6168,40960,112.01,36
2026-08-20T23:49:28.400711+00:00,20260820T234922Z_medium_c64_7ad23d,1,[N/A],[N/A],213,40960,34.95,31
2026-08-20T23:49:28.400711+00:00,20260820T234922Z_medium_c64_7ad23d,2,[N/A],[N/A],213,40960,35.30,31
2026-08-20T23:49:29.469423+00:00,20260820T234922Z_medium_c64_7ad23d,0,[N/A],[N/A],6168,40960,67.37,37
2026-08-20T23:49:29.469423+00:00,20260820T234922Z_medium_c64_7ad23d,1,[N/A],[N/A],213,40960,34.94,31
2026-08-20T23:49:29.469423+00:00,20260820T234922Z_medium_c64_7ad23d,2,[N/A],[N/A],213,40960,35.37,31
2026-08-20T23:49:30.535598+00:00,20260820T234922Z_medium_c64_7ad23d,0,[N/A],[N/A],6168,40960,109.36,36
2026-08-20T23:49:30.535598+00:00,20260820T234922Z_medium_c64_7ad23d,1,[N/A],[N/A],213,40960,35.06,31
2026-08-20T23:49:30.535598+00:00,20260820T234922Z_medium_c64_7ad23d,2,[N/A],[N/A],213,40960,35.40,31
2026-08-20T23:49:31.614385+00:00,20260820T234922Z_medium_c64_7ad23d,0,[N/A],[N/A],6168,40960,110.45,37
2026-08-20T23:49:31.614385+00:00,20260820T234922Z_medium_c64_7ad23d,1,[N/A],[N/A],213,40960,35.24,31
2026-08-20T23:49:31.614385+00:00,20260820T234922Z_medium_c64_7ad23d,2,[N/A],[N/A],213,40960,35.30,31
2026-08-20T23:49:32.694549+00:00,20260820T234922Z_medium_c64_7ad23d,0,[N/A],[N/A],6168,40960,114.77,37
