request_id,ok,ttft,latency,prompt_tokens,completion_tokens,total_tokens,token_count_source,output_chars,tpot,timed_out,error
157,True,0.16745052789337933,1.728607750032097,158,128,286,server_usage,607,0.012292576552273369,False,
158,True,0.1682292651385069,1.7268917709589005,158,128,286,server_usage,611,0.012272933116696012,False,
159,True,0.16784479981288314,1.7273230119608343,160,128,288,server_usage,505,0.012279356001164969,False,
160,True,0.027069282019510865,1.7160949879325926,159,128,287,server_usage,605,0.01329941500718962,False,
161,True,0.02706772880628705,1.715948621975258,160,128,288,server_usage,607,0.013298274749361976,False,
162,True,0.08170926989987493,1.7301243350375444,161,128,289,server_usage,611,0.012979646182186373,False,
163,True,0.08130655204877257,1.7310954430140555,160,128,288,server_usage,611,0.012990463708388054,False,
164,True,0.08127836906351149,1.7301642501261085,158,128,286,server_usage,611,0.012983353394193677,False,
165,True,0.08027729415334761,1.7288616981822997,158,128,286,server_usage,575,0.012980979559283087,False,
166,True,0.08020917582325637,1.7282640140037984,157,128,285,server_usage,611,0.012976809749453087,False,
167,True,0.07971567707136273,1.7303676628507674,159,128,287,server_usage,607,0.012997259730546494,False,
168,True,0.07990382192656398,1.7282454390078783,161,128,289,server_usage,613,0.012979067851033971,False,
169,True,0.07906464207917452,1.726417327998206,157,128,285,server_usage,611,0.012971280991488436,False,
170,True,0.07827716902829707,1.7254343170206994,159,128,287,server_usage,611,0.01296974132277482,False,
171,True,0.07900847611017525,1.7255793900694698,156,128,284,server_usage,607,0.0129651253067661,False,
172,True,0.13854798604734242,1.7317306089680642,156,128,284,server_usage,611,0.012544745062367888,False,
173,True,0.06762792496010661,1.7152596460655332,156,128,284,server_usage,587,0.012973478118940366,False,
174,True,0.13606971106491983,1.7306712951976806,157,128,285,server_usage,611,0.01255591798529733,False,
175,True,0.1366370590403676,1.7342394308652729,159,128,287,server_usage,575,0.012579546234841773,False,
176,True,0.1364053429570049,1.7299221050925553,159,128,287,server_usage,611,0.012547376079807483,False,
177,True,0.13527037599124014,1.7329912309069186,159,128,287,server_usage,605,0.012580479172564397,False,
178,True,0.13453173614107072,1.730817569186911,159,128,287,server_usage,611,0.012569179787762522,False,
179,True,0.13426640606485307,1.7284530689939857,161,128,289,server_usage,605,0.012552650889205768,False,
180,True,0.1336454381234944,1.7271064349915832,160,128,288,server_usage,577,0.012546936983213299,False,
181,True,0.1326893789228052,1.7282418019603938,160,128,288,server_usage,611,0.012563404905807785,False,
182,True,0.1323015179950744,1.7281429450958967,160,128,288,server_usage,611,0.012565680528352932,False,
183,True,0.13230375200510025,1.729066143045202,158,128,286,server_usage,581,0.012572932212914186,False,
184,True,0.12358636385761201,1.7170424619689584,160,128,288,server_usage,611,0.012546898410325562,False,
185,True,0.16293993894942105,1.7283582610543817,158,128,286,server_usage,587,0.0123261285205115,False,
186,True,0.16284819599241018,1.7272925248835236,158,128,286,server_usage,587,0.012318459282607191,False,
187,True,0.16149930702522397,1.7288734409958124,156,128,284,server_usage,607,0.012341528613941641,False,
188,True,0.16076362202875316,1.7285720731597394,157,128,285,server_usage,575,0.012344948434102254,False,
189,True,0.1602348261512816,1.7271878579631448,162,128,290,server_usage,588,0.012338212848912308,False,
190,True,0.16151351388543844,1.7270880998112261,158,128,286,server_usage,587,0.012327358944297541,False,
191,True,0.16096137394197285,1.725686911959201,157,128,285,server_usage,607,0.01232067352769471,False,
192,True,0.02672470291145146,1.7228232719935477,156,128,284,server_usage,607,0.013355106843166112,False,
193,True,0.026567617896944284,1.7237454680725932,157,128,285,server_usage,611,0.013363605119493298,False,
194,True,0.08146256487816572,1.738607622915879,159,128,287,server_usage,611,0.013048386283761522,False,
195,True,0.08093823888339102,1.7353322480339557,156,128,284,server_usage,611,0.01302672448150051,False,
196,True,0.08069822704419494,1.734583469107747,160,128,288,server_usage,611,0.013022718441445293,False,
197,True,0.08009178494103253,1.7373591931536794,159,128,287,server_usage,505,0.013049349670965724,False,
198,True,0.08046196191571653,1.7348092531319708,161,128,289,server_usage,611,0.013026356623750034,False,
199,True,0.0798367140814662,1.7365850149653852,160,128,288,server_usage,611,0.013045262211684401,False,
200,True,0.08041818882338703,1.73778809979558,153,128,281,server_usage,611,0.013050156779308606,False,
201,True,0.07936704088933766,1.7342824118677527,157,128,285,server_usage,578,0.013030829692743426,False,
202,True,0.0794898821040988,1.7342914489563555,159,128,287,server_usage,546,0.013029933597261864,False,
203,True,0.07889660494402051,1.734707101015374,160,128,288,server_usage,575,0.013037877921821681,False,
204,True,0.07798869698308408,1.7326745151076466,157,128,285,server_usage,546,0.013029022189957185,False,
205,True,0.13610711181536317,1.7385057220235467,159,128,287,server_usage,571,0.01261731189140302,False,
206,True,0.13568532816134393,1.7413262901827693,158,128,286,server_usage,575,0.012642842220641144,False,
207,True,0.1354621071368456,1.7407633611001074,159,128,287,server_usage,611,0.012640167354041432,False,
208,True,0.1346100429072976,1.7378381239250302,159,128,287,server_usage,568,0.012623843157619942,False,
209,True,0.13458428508602083,1.735458305105567,156,128,284,server_usage,611,0.012605307244248395,False,
210,True,0.13323188992217183,1.7352912209462374,156,128,284,server_usage,611,0.012614640401764295,False,
211,True,0.13262397493235767,1.7355105229653418,161,128,289,server_usage,588,0.01262115392151956,False,
212,True,0.1316953080240637,1.7336314369458705,161,128,289,server_usage,575,0.01261367030647092,False,
213,True,0.13225097302347422,1.734458231832832,155,128,283,server_usage,611,0.012615805187475258,False,
214,True,0.1301747551187873,1.736208497080952,160,128,288,server_usage,607,0.012645934976080037,False,
215,True,0.13086344092153013,1.7360852148849517,155,128,283,server_usage,611,0.012639541527271037,False,
216,True,0.12971191387623549,1.7339771369006485,158,128,286,server_usage,575,0.012632009630113489,False,
217,True,0.16344470786862075,1.7350584617815912,159,128,287,server_usage,578,0.012374911448133625,False,
218,True,0.16243903595022857,1.7351852708961815,161,128,289,server_usage,575,0.012383828621621676,False,
219,True,0.16237640799954534,1.7340445939917117,159,128,287,server_usage,611,0.012375340047182413,False,
220,True,0.16225256491452456,1.7321571419015527,158,128,286,server_usage,587,0.012361453362102584,False,
221,True,0.16040218085981905,1.7310309808235615,156,128,284,server_usage,587,0.012367155905226319,False,
222,True,0.16132926591672003,1.7309518319088966,157,128,285,server_usage,370,0.012359232803088004,False,
223,True,0.16072483896277845,1.7317898101173341,157,128,285,server_usage,566,0.01237059032405162,False,
224,True,0.02731101680546999,1.7177642500028014,159,128,287,server_usage,611,0.013310655379506547,False,
225,True,0.02620192989706993,1.7172213580925018,155,128,283,server_usage,611,0.013315113607838045,False,
226,True,0.08199460594914854,1.7326592358294874,159,128,287,server_usage,588,0.01299735929039637,False,
227,True,0.08133739000186324,1.7289827060885727,154,128,282,server_usage,611,0.012973585166037083,False,
228,True,0.08155408804304898,1.7323886170051992,154,128,282,server_usage,611,0.012998697078442128,False,
229,True,0.08121705311350524,1.731084933038801,157,128,285,server_usage,613,0.012991085668703117,False,
230,True,0.08108072588220239,1.7289318600669503,158,128,286,server_usage,611,0.012975205780982267,False,
231,True,0.0803454730194062,1.7283840000163764,157,128,285,server_usage,611,0.012976681314936773,False,
232,True,0.0793361528776586,1.7312722059432417,156,128,284,server_usage,611,0.013007370496579395,False,
233,True,0.07930970191955566,1.7279856288805604,160,128,288,server_usage,533,0.012981700212291376,False,
234,True,0.07896814006380737,1.7272113820072263,157,128,285,server_usage,587,0.01297829324364897,False,
235,True,0.07867015898227692,1.7298074380960315,158,128,286,server_usage,482,0.01300108093790358,False,
236,True,0.0776953340973705,1.727562313200906,159,128,287,server_usage,553,0.01299107857561839,False,
237,True,0.13400791003368795,1.7285736359190196,157,128,285,server_usage,471,0.012555635636892375,False,
238,True,0.1345365960150957,1.7316300591919571,161,128,289,server_usage,611,0.012575539080132767,False,
239,True,0.13276849687099457,1.7299042709637433,159,128,287,server_usage,611,0.012575872236950777,False,
240,True,0.13316283002495766,1.7291842761915177,157,128,285,server_usage,588,0.012567098001311497,False,
241,True,0.13241681503131986,1.7265823578927666,159,128,287,server_usage,575,0.01255248458946021,False,
242,True,0.13258828781545162,1.730697532882914,160,128,288,server_usage,575,0.012583537362735923,False,
243,True,0.1327136338222772,1.727868468966335,158,128,286,server_usage,588,0.012560274292472896,False,
244,True,0.13230856088921428,1.731757469009608,154,128,282,server_usage,310,0.012594085890711763,False,
245,True,0.13098884816281497,1.728844917146489,158,128,286,server_usage,565,0.01258154385026515,False,
246,True,0.1681536720134318,1.7371297508943826,160,128,288,server_usage,611,0.012354142353393313,False,
247,True,0.12961757695302367,1.7243130269926041,162,128,290,server_usage,587,0.01255665708692583,False,
248,True,0.12906385399401188,1.72629732103087,157,128,285,server_usage,575,0.012576641472731166,False,
249,True,0.16635346389375627,1.7346258577890694,157,128,285,server_usage,611,0.012348601526734749,False,
250,True,0.12713588494807482,1.7219949727877975,157,128,285,server_usage,607,0.012557945573541123,False,
251,True,0.1658297178801149,1.733039241982624,157,128,285,server_usage,607,0.012340232473248102,False,
252,True,0.16490335413254797,1.733225713018328,158,128,286,server_usage,483,0.012348994951856535,False,
253,True,0.16283582197502255,1.7316975260619074,155,128,283,server_usage,611,0.01235324176446366,False,
254,True,0.16229885211214423,1.7316176160238683,156,128,284,server_usage,611,0.012356840660722236,False,
255,True,0.163628094131127,1.7319791670888662,161,128,289,server_usage,588,0.012349221046911333,False,
256,True,0.026270137866958976,1.729350518900901,159,128,287,server_usage,549,0.013410081740424741,False,
257,True,0.026924489066004753,1.7303073399234563,161,128,289,server_usage,607,0.013412463392578358,False,
258,True,0.08226295188069344,1.7473376558627933,155,128,283,server_usage,611,0.013110824440803937,False,
259,True,0.08199708117172122,1.7477905480191112,159,128,287,server_usage,611,0.01311648399092433,False,
260,True,0.08238678495399654,1.748013106873259,159,128,287,server_usage,346,0.013115167889128051,False,
261,True,0.08195346896536648,1.7456614710390568,159,128,287,server_usage,588,0.013100063008454255,False,
262,True,0.08100617583841085,1.7440269638318568,159,128,287,server_usage,588,0.013094651873964141,False,
263,True,0.08023269986733794,1.7419475088827312,156,128,284,server_usage,588,0.013084368574924357,False,
264,True,0.08017968013882637,1.7449746769852936,159,128,287,server_usage,588,0.013108622022413127,False,
265,True,0.0790412980131805,1.7413854519836605,160,128,288,server_usage,588,0.013089324047011653,False,
266,True,0.0796457848045975,1.7412414399441332,159,128,287,server_usage,530,0.013083430355429415,False,
267,True,0.07887878199107945,1.7421990928705782,160,128,288,server_usage,482,0.013097010321885818,False,
268,True,0.07870754995383322,1.7426588791422546,157,128,285,server_usage,611,0.01310197896998757,False,
269,True,0.1368714701384306,1.7434484651312232,156,128,284,server_usage,611,0.012650212558998368,False,
270,True,0.13656181818805635,1.744693559128791,161,128,289,server_usage,587,0.012662454653076652,False,
271,True,0.13570554601028562,1.7443691678345203,157,128,285,server_usage,611,0.012666642691529407,False,
272,True,0.13534822291694582,1.7416467028670013,159,128,287,server_usage,611,0.012648019527165792,False,
273,True,0.13530122488737106,1.742475112900138,159,128,287,server_usage,558,0.012654912504037535,False,
