run_id,workload,prompt_mode,model,concurrency,requests,prompt_tokens_target,output_tokens_target,success,failures,wall_s,throughput_tok_s,lat_p50_s,lat_p95_s,lat_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,timeouts,failure_rate,lat_p99_all_s,tpot_p50_s,tpot_p95_s,tpot_p99_s,slo_ttft_s,slo_tpot_s,slo_attainment,goodput_rps,completion_tokens,token_count_source
20260925T220829Z_short_c32_1aa656_unique,short,unique,Qwen/Qwen2.5-1.5B-Instruct,32,512,128,128,512,0,27.947997961891815,2344.9264626883432,1.7295041629113257,1.9534685198334045,1.9609205987909808,0.1315514266025275,0.2425645293900743,0.3365358223253858,0,0.0,1.9609205987909808,0.012674328028664403,0.013359012466023024,0.013482594141098633,2.0,0.05,1.0,18.31973798975268,65536,server_usage
