timestamp,run_id,index,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026-08-12T22:33:05.887844+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,34.98,28
2026-08-12T22:33:05.887844+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,34.09,27
2026-08-12T22:33:05.887844+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.63,27
2026-08-12T22:33:06.966776+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,35.07,28
2026-08-12T22:33:06.966776+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,34.09,27
2026-08-12T22:33:06.966776+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.64,27
2026-08-12T22:33:08.038040+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,66.22,29
2026-08-12T22:33:08.038040+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,33.97,27
2026-08-12T22:33:08.038040+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.74,27
2026-08-12T22:33:09.110149+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,102.91,31
2026-08-12T22:33:09.110149+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,34.07,27
2026-08-12T22:33:09.110149+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.74,27
2026-08-12T22:33:10.177017+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,103.48,31
2026-08-12T22:33:10.177017+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,33.97,27
2026-08-12T22:33:10.177017+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.61,27
2026-08-12T22:33:11.243722+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,102.98,32
2026-08-12T22:33:11.243722+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,34.07,27
2026-08-12T22:33:11.243722+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.73,27
2026-08-12T22:33:12.309915+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,103.86,32
2026-08-12T22:33:12.309915+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,34.07,27
2026-08-12T22:33:12.309915+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.73,27
2026-08-12T22:33:13.375804+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,104.10,32
2026-08-12T22:33:13.375804+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,33.97,27
2026-08-12T22:33:13.375804+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.72,27
2026-08-12T22:33:14.448556+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,103.86,32
2026-08-12T22:33:14.448556+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,34.07,27
2026-08-12T22:33:14.448556+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.74,27
2026-08-12T22:33:15.515391+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,104.03,33
2026-08-12T22:33:15.515391+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,34.07,27
2026-08-12T22:33:15.515391+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.72,27
2026-08-12T22:33:16.580766+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,103.44,33
2026-08-12T22:33:16.580766+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,33.97,27
2026-08-12T22:33:16.580766+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,35.01,27
2026-08-12T22:33:17.646305+00:00,20260812T223305Z_medium_c1_656123,0,[N/A],[N/A],24763,40960,103.90,33
2026-08-12T22:33:17.646305+00:00,20260812T223305Z_medium_c1_656123,1,[N/A],[N/A],213,40960,34.17,27
2026-08-12T22:33:17.646305+00:00,20260812T223305Z_medium_c1_656123,2,[N/A],[N/A],213,40960,34.61,27
