run_id,workload,model,concurrency,requests,prompt_tokens_target,output_tokens_target,success,failures,wall_s,throughput_tok_s,lat_p50_s,lat_p95_s,lat_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,completion_tokens,token_count_source
20260812T223305Z_medium_c1_656123,medium,Qwen/Qwen2.5-1.5B-Instruct,1,4,512,256,4,0,10.695900340098888,95.73761604350669,2.6728593120351434,2.686626140959561,2.686626140959561,0.013647492043673992,0.022431783843785524,0.022431783843785524,1024,server_usage
