run_id,workload,prompt_mode,model,concurrency,requests,prompt_tokens_target,output_tokens_target,success,failures,wall_s,throughput_tok_s,lat_p50_s,lat_p95_s,lat_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,timeouts,failure_rate,lat_p99_all_s,tpot_p50_s,tpot_p95_s,tpot_p99_s,slo_ttft_s,slo_tpot_s,slo_attainment,goodput_rps,completion_tokens,token_count_source
l4_unique,unknown,unique,Qwen/Qwen2.5-1.5B-Instruct,48,96,2048,1024,96,0,60.59730972000398,1622.2502360950282,24.097167332540266,33.26955001417082,33.59569124045083,3.2477829535491765,18.020128184754867,18.3280907969689,0,0.0,33.59569124045083,0.01492997669405008,0.024537526110331925,0.02742358187594991,2.0,0.05,0.13541666666666666,0.21453097604609545,98304,server_usage
l4_shared,unknown,shared,Qwen/Qwen2.5-1.5B-Instruct,48,96,2048,1024,96,0,32.55580331105739,3019.5538122879498,16.252903511514887,16.402466683764942,16.407673814555164,0.1811048435047269,0.2346355994231999,0.236705852963496,0,0.0,16.407673814555164,0.01570747193255856,0.015809731447353655,0.015814853944774273,2.0,0.05,1.0,2.948783019812451,98304,server_usage
