run_id,workload,model,concurrency,requests,prompt_tokens_target,output_tokens_target,success,failures,wall_s,throughput_tok_s,lat_p50_s,lat_p95_s,lat_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,completion_tokens,token_count_source
20260812T224921Z_medium_c1_c6b94e,medium,Qwen/Qwen2.5-1.5B-Instruct,1,4,512,256,4,0,10.540952856186777,97.14491791878056,2.6174166379496455,2.7034486238844693,2.7034486238844693,0.016756196040660143,0.06168524408712983,0.06168524408712983,1024,server_usage
